Gene id,SRR19091940,SRR19091945,SRR19091944,SRR19091943,SRR19091942,SRR19091941
Cgl1804,4.077541283945819,5.225416452896097,4.671625489786718,5.72421146791871,5.611083642065253,4.313157942692256
Cgl1805,8.280732907295315,5.565785998991211,5.7867232723789845,8.181137093723896,7.822366045825818,8.468029976582045
Cgl1806,12.594409728513636,10.676753557440032,10.211412698512568,11.242016049956687,11.337139234708276,12.6085931173345
Cgl1807,8.601537896615731,7.846783251915835,7.261747472210184,8.20356943241497,8.156712141817211,8.405462899983997
Cgl1808,6.8067280081872745,5.969405957933608,5.276354417664595,6.8407846169301125,6.903073781364919,6.785016139179465
Cgl1809,5.3797224455242665,5.198184010675623,4.7635051383900775,5.7867289721220825,5.8815410638775765,5.4549390841512455
Cgl1810,6.371819498950906,5.469692470960839,5.344553773160297,6.551951593119773,6.585016569920416,6.685537274992537
Cgl1811,7.215710832059674,6.6935606899298845,6.295702021917156,7.242135432549517,7.142115777551672,7.265153048778808
Cgl1812,2.9311842798030208,3.9351442573157898,3.372987973598,4.719964480501039,4.5732336148964805,3.0008238924956423
Cgl1813,6.649582624680134,6.6426960966102975,6.395507143923013,6.390609901023207,6.762446293110728,6.556737455063901
Cgl1814,8.335399349073407,6.480151183519914,6.139636080700668,7.5616230690011825,7.437194621016895,8.3569904189378
Cgl1815,5.607137289014124,6.248556680077188,5.076149485353918,7.8591514548742625,7.7149243041032065,5.947902425428491
Cgl1816,6.818693446454217,6.731749973252607,6.153891087378438,7.636290283653522,7.566212749628181,7.029123154006818
Cgl1817,6.9984536068370975,7.251226560941622,6.723574042209016,7.627279346237175,7.59224759374571,6.970031766517131
Cgl1818,7.276167503837729,6.7365599538159024,5.922398071558657,7.5151578788439615,7.318941428068342,7.031597931974647
Cgl1819,8.038920543301812,6.172626547378491,6.6230516424045165,6.519559019437909,6.798002863881978,8.105743769961338
Cgl1820,8.624738787568129,6.476879452125919,6.385286768548889,7.201865029938893,7.026577661779584,8.762035382747879
Cgl1821,4.381484415939831,4.574325063342581,3.4793498256376814,6.306913973216051,6.0698230685068975,4.8026420209366725
Cgl1822,7.350421354198207,7.138356100321048,6.878466474407976,7.540262225359022,7.377969040499879,7.4115584542321375
Cgl1823,8.681218602689572,6.6492223782904025,6.604362842344417,8.455515537257359,8.260290074713517,8.728516835028818
Cgl1824,6.282559161773343,5.953324449486266,5.767465849044219,8.261596071640714,8.138183135778025,6.4612670276630775
Cgl1825,7.077072834027165,5.478030900524659,5.464338862554269,9.405786936329092,9.084515888257084,7.131004449411912
Cgl1826,7.234928949345836,5.649922266817819,6.07235824791979,8.72083879468059,8.289539484699567,7.203928726903252
Cgl1828,3.322029132446364,1.862465776707908,1.4262255515405482,3.889737411982357,4.4145284895651065,3.1154859419493137
Cgl1827,1.91954485079139,3.408314070025911,2.5555117842570825,5.382309810621186,5.702279283406326,2.03678025754978
Cgl1829,3.2378502194090366,5.196329796297957,4.228191045055114,6.956129927558918,7.208477142851895,2.6108303337102567
Cgl1830,8.241974105794197,7.914961169975442,7.507778622899371,8.727622379955536,8.228400679826068,8.194600341472237
Cgl1831,11.188573429992877,10.838373912470992,11.014916762978492,11.130364407924189,10.477447846401107,11.154172542482144
Cgl1832,8.163886397689216,6.268265410146491,6.368880317891152,8.702198802943377,8.17810898745465,8.365160518588239
Cgl1833,4.294381083029212,3.4667062455964746,2.907283432478839,6.493591874158505,6.135815847632808,3.758389550895336
Cgl1834,2.8666030828699087,1.3291148362330685,2.7673672572172654,4.87753440080344,4.479747671364722,1.8635898648912788
Cgl1835,4.28837247433376,4.628567864736686,4.429918656450449,5.783034415879886,5.660789749253782,3.95671196871658
Cgl1836,6.073447401116855,6.847254403343112,6.626837013969522,7.823177372973022,8.057515724827075,5.990714322752657
Cgl1837,5.054089052437366,6.442774331084053,5.856933221536,7.411153480168286,8.009959368060619,5.366510584792474
Cgl1838,5.97164841538381,6.645741583102146,6.158977718087803,7.395957775785514,8.228558889093723,6.2823822887392105
Cgl1839,9.718661728879768,8.699499296933563,8.367710813590245,9.771450920234448,9.851653785527407,9.77613935818936
Cgl1840,7.080612925039468,5.685007010004924,6.056195724400737,6.392136529032728,6.416697427856995,7.460210046373607
