geneid,cond1,cond2,cond3,cond4,cond5,cond6
Cgl0001,7.24,6.24,10.04,10.68,16,4.42
Cgl0003,39.7,27.89,43.15,87.48,108.29,34.73
Cgl0004,9.28,8.74,12.11,24.15,24.23,12.26
Cgl0005,2.28,4.32,6.85,6.22,5.89,3.57
Cgl0006,175.33,121.87,173.57,406.48,510.04,196.61
Cgl0007,1.16,1.02,0.84,9.41,11.13,2.3
Cgl0008,2.8,3.68,2.84,19.51,20.95,7.97
Cgl0009,9.17,2.82,9.94,57.43,44.54,10.45
Cgl0010,66.75,35.59,86.84,115.49,51.96,61.99
Cgl0011,0.77,0,0.7,0.42,0,0
Cgl0012,0,0,0,0,0,0
Cgl0013,195.12,176.2,215.93,702.9,812.19,298.96
Cgl0014,70.25,56.95,42.12,125.22,199.19,83.63
Cgl0015,0.98,1.38,0.53,12.01,11.22,8.65
Cgl0016,0.68,0.2,0.41,1.74,1.51,0.56
Cgl0017,0,2.59,1.33,3.23,1.09,1.46
Cgl0018,0.47,0.82,1.05,2.17,4.34,2.43
Cgl0019,0,0.24,0.25,2.09,1.33,0.95
Cgl0020,1.1,0,0,3.59,1.94,1.08
Cgl0021,3.68,4.48,5.54,7.27,11.33,6.38
Cgl0022,0,0.32,0,0,1.44,0.54
Cgl0023,0,0,0,0.27,0.44,0
Cgl0024,0.47,0,0.42,2.03,0.21,0.46
Cgl0025,2.41,0.84,3.7,19.28,19.21,13.12
Cgl0026,2.07,0,0.86,2.87,1.69,0.87
Cgl0027,0,0,0,0.47,0,0
Cgl0028,0,0,0,0,0.11,0.24
Cgl0029,0,0,0,0.17,0.14,0
Cgl0030,3.31,2,5.8,30.21,17.71,12.82
Cgl0031,14.89,10.45,16.67,34.95,18.83,27.14
Cgl0032,13.1,11.96,9.17,46.91,32,19.73
Cgl0033,129.27,34.28,90.05,514.28,402.52,122.85
Cgl0034,325.42,154.01,264.11,1873.41,2273.84,641.18
Cgl0035,7.1,4.6,5.02,9.62,11.22,8.41
Cgl0037,0,0.7,0,0,0,0
Cgl0036,1.49,2.43,2.31,4.19,2.93,3.37
Cgl0038,0.26,0.46,2.36,2.57,2.32,1.68
Cgl0039,1.23,0.22,4.24,3.91,3.94,1.47
Cgl0040,16.41,5.23,10.11,157.44,135.62,46.19
Cgl0041,36.52,28.71,42.46,139,175.86,74.9
Cgl0042,29.03,22.42,31.7,50.15,37.47,22.54
Cgl0043,65.75,70.2,75.52,127.44,98.86,70.94
Cgl0044,78.95,81.23,75.61,124.28,80.77,83
Cgl0045,59.18,46.76,62.27,96.24,61.87,57.51
Cgl0046,37.67,34.19,54.99,22.03,27.77,44.69
Cgl0047,46.77,16.13,46.55,71.38,47.52,49.37
Cgl0048,0.56,0.25,1.53,4.16,2.25,0.84
Cgl0049,14.18,12.06,13.58,34.77,30.67,26.82
Cgl0051,186.53,135.94,206.3,296.62,253.19,150.19
Cgl0050,0.44,1.75,0.8,5.22,3.64,0.55
Cgl0052,0.45,0.78,0.4,0.49,0.33,0.37
Cgl0053,0.55,2.63,2.71,0.6,1.33,1.22
Cgl0054,0,0,0,0,0,0
Cgl0055,0,0.3,0.93,0.56,0.46,0.17
Cgl0056,4.74,0,12.12,67.33,51.8,17.6
Cgl0057,1.19,0,0,0.52,0.53,0.35
Cgl0058,0.25,0.21,0.66,1.07,1.2,1.94
Cgl0059,0,0,0,3.27,0.89,1.84
Cgl0060,0.25,0.77,0.11,2.94,1.72,2.54
Cgl0061,48.11,26.43,51.97,159.28,213.52,78.58
Cgl0062,15.39,5.56,21.67,78.69,74.45,37.21
Cgl0063,4.8,2.53,3.18,9.45,12.99,6.42
Cgl0064,20.57,16.75,35.83,58,47.17,28.82
Cgl0065,10.21,4.28,8.15,361.86,792.71,166.31
Cgl0066,2.11,0,2.85,12.37,12.37,2.09
Cgl0067,0,0.34,0,44.79,93.27,27.31
Cgl0068,1.23,0.86,1.11,13.65,12.65,5.73
Cgl0069,3.72,2.99,7.84,27.96,36.29,20.27
Cgl0070,16.92,7.81,18.09,48.31,45.4,18.52
Cgl0071,11.79,3.31,10.22,168.05,140.68,69.82
Cgl0072,3.04,3.2,3.66,11.85,9.43,6.93
Cgl0073,0.85,0.74,0,0,0,0.42
Cgl0074,0,0,0,0.33,0.26,0
Cgl0075,2095.38,1618.24,2207.02,860.02,423.27,692.21
Cgl0076,471.16,228.72,449.7,904.25,369.24,323.75
Cgl0077,1.81,3.18,5.72,3.96,4.82,0.45
Cgl0078,52.64,28.98,46.89,625.01,988.65,192.05
Cgl0079,8.35,8.29,14.68,12.25,10.91,8.81
Cgl0080,55.57,32.79,58.3,45.11,46.77,13.35
Cgl0081,0.9,0.4,0.41,13.44,26.2,4.69
Cgl0082,4.88,6.43,6.84,206.81,284.76,106.21
Cgl0083,0.39,0,0.36,6.04,8.75,2.35
Cgl0084,119.65,30.66,88.64,366.75,110.57,74.25
Cgl0085,327.38,195.43,288.53,336.77,180.79,200.53
Cgl0086,1334.65,924.53,1434.01,907.81,443.07,522.38
Cgl0087,1110.76,603.72,1180.15,284.94,121.74,323.51
Cgl0088,367.27,236.34,370.6,204.38,106.08,93.33
Cgl0089,365.82,282.11,385.46,147.38,69.84,110.02
Cgl0090,520.66,360.61,522.92,222.3,138.42,112.37
Cgl0091,30.84,16.84,22.23,266.61,288.17,110.39
Cgl0092,2.12,0.93,2.71,7.52,8.83,2.45
Cgl0093,29.03,16.53,32.18,138.6,166.07,64.24
Cgl0094,9.48,9.39,16.61,38.58,44.34,18.33
Cgl0095,24.99,16.22,25.83,99.11,97.09,34.84
Cgl0096,0.29,0.25,1.3,0.63,0.13,0
Cgl0097,0,0.32,0,6.42,4.07,0.91
Cgl0098,1.11,0,0.67,6.45,4.58,0.91
Cgl0099,158.57,86.98,157.82,135.94,166.36,70.91
Cgl0100,124.18,65.95,120.11,163.97,111.07,106.84
Cgl0101,6.17,4.53,6.83,34.22,21.78,22.96
Cgl0102,15.1,9.13,13.64,41.85,30.04,21.57
Cgl0103,2.76,2.42,1.99,6.94,4.4,2.19
Cgl0104,0,0,1.74,0.7,1.7,1.27
Cgl0105,29.04,19.43,28.33,62.06,56.52,33.03
Cgl0106,95.21,66.42,102.6,271.49,294.53,98.2
Cgl0107,17.1,3.18,10.3,56.95,46.18,15.92
Cgl0108,31.37,6.96,15.42,67.07,49.99,23.2
Cgl0109,3.77,2.48,5.96,2.87,3.4,2.2
Cgl0110,4.72,2,3.85,1.25,2.02,2.04
Cgl0111,5.04,2.74,5.2,4.07,2.77,7.13
Cgl0112,15.32,12.01,19.95,30.92,34.67,16.19
Cgl0113,35.64,23.6,28.91,21.61,24.51,18.74
Cgl0114,38.72,28.45,24.07,12.65,15.94,22.54
Cgl0115,0.21,0,0.39,1.4,0.47,0.32
Cgl0116,5.72,2.82,5.49,11.33,8.24,2.83
Cgl0117,3.41,1.36,3.36,40,48.38,21.04
Cgl0118,10.41,10.52,16.76,12.74,16.45,9.86
Cgl0119,94.11,50.41,96.83,110.8,91.34,180.96
Cgl0120,61.36,49.99,70.83,265.57,266.08,140.8
Cgl0121,26.48,16.37,28.73,68.11,44.84,29.31
Cgl0122,10.06,4.34,7.07,7.6,8.5,4.67
Cgl0123,0.3,0.26,0,2.11,3.81,2.5
Cgl0124,1.93,0,0,2.9,1.71,0.48
Cgl0125,65.17,45.02,67.37,714.42,872.73,335.7
Cgl0126,37.78,19.35,34.59,256.27,232.31,119.33
Cgl0127,55.23,37.95,55.66,216,186.89,123.21
Cgl0128,44.63,34.2,46.15,149.23,133.68,105.54
Cgl0130,8.58,3.35,5.68,54.42,59.1,18.51
Cgl0131,7.25,4.24,3.88,5.72,8.8,1.86
Cgl0132,0.23,0.81,1.67,3.28,3.07,1.83
Cgl0133,0.28,0.25,0.77,4.33,3.39,1.26
Cgl0134,8.49,9.57,8.21,113,119.33,24.62
Cgl0135,5.95,6.08,13.87,47.41,39.33,17.18
Cgl0136,37.99,33.32,37.52,102.1,124.37,69.02
Cgl0137,5.72,6.11,5,11.33,9.74,8.94
Cgl0139,38.09,17.79,37.76,265.01,266.5,75.05
Cgl0138,2.86,4.56,3.05,28.73,38.06,14.43
Cgl0140,9.7,5.67,14.6,105.46,101.77,22.15
Cgl0141,4.26,2.54,4.54,15.55,18.35,9.58
Cgl0143,6.61,2.11,7.33,43.85,45.82,16.37
Cgl0144,0.29,0.26,0.53,1.61,2.22,1.31
Cgl0145,1.93,0.68,1.39,0.21,0,0
Cgl0146,2.39,0,0.81,2.29,1.86,1.93
Cgl0147,24.94,12.15,18.77,57.19,50.37,22.3
Cgl0148,40.73,22.56,26.89,131.14,136.67,57.11
Cgl0149,6.49,5.18,4.27,8.71,7.07,2.05
Cgl0150,10.94,7.99,13.79,5.48,4.55,2.37
Cgl0151,505.71,364.53,424.16,104.49,111.36,45.95
Cgl0152,0,0.41,0,1.8,2.93,1.17
Cgl0153,11.42,6.01,7.07,55.32,46.45,60.63
Cgl0154,314.54,164.18,298.95,632.35,564.42,254.85
Cgl0155,20.81,14.89,23.24,54.63,51.46,25.9
Cgl0156,64.52,45.3,69.7,127.83,125.17,76.65
Cgl0157,35.28,17.58,29.45,58.3,73.71,31.64
Cgl0158,7.02,1.49,4.23,25.02,48.88,13.39
Cgl0159,8.37,6.93,5.04,28.85,63.09,21.77
Cgl0160,11.7,9.08,10.56,39.76,90.66,19.44
Cgl0161,13.94,7.02,13.42,37.62,75.5,26.04
Cgl0162,14.79,10.73,14.7,37.81,66.05,21.14
Cgl0163,22.13,13.07,20.76,51.78,104.36,32.78
Cgl0164,15.06,8.98,16.87,37.45,78.01,19.4
Cgl0165,14.7,11.46,18.33,34.69,61.65,17.45
Cgl0166,1.35,1.05,1.62,3.35,3.65,1.33
Cgl0167,0.2,0.17,0.54,3.36,6.87,3.64
Cgl0168,1.77,0.39,4.01,7.76,5.31,1.98
Cgl0169,0.59,0.51,2.11,3.2,4.67,0.58
Cgl0170,0.61,0,0.18,6.6,6.53,2.23
Cgl0171,1.98,1.59,2.23,9.19,17.17,4.33
Cgl0172,3.21,4.05,1.45,10.32,21.46,9.65
Cgl0173,0,0,0.43,4.9,4.6,1.63
Cgl0174,112.82,14.01,56.81,355.87,297.02,86.05
Cgl0176,7.25,1.73,3.57,2.88,5.55,5.88
Cgl0177,28.33,17.13,20.73,33.38,22.3,10.89
Cgl0178,6.17,4.58,8.15,20.5,19.79,10.82
Cgl0179,6.36,0,2.96,34.2,27.46,11.68
Cgl0180,2.01,0,2.27,1.1,1.34,1
Cgl0181,4.55,2.54,4.74,7.77,8.63,5.6
Cgl0182,1.18,0.44,1.07,2.22,1.12,1.25
Cgl0183,7.91,1.63,1.68,98.89,129.47,44.22
Cgl0184,3407.52,2705.4,3488.67,4904.84,2962.27,2938.55
Cgl0185,4273.42,2812.02,4151.62,6653.66,4340.52,2869.95
Cgl0186,50.23,35.29,62.92,274.63,332.14,148.68
Cgl0187,46.7,42.62,52.71,102.9,147.2,60.89
Cgl0188,27.94,22.75,29.48,39.63,38.98,34.67
Cgl0189,587.24,405.08,512.02,788.05,776.8,417.7
Cgl0190,707.52,500.57,691.54,1660.64,1813.17,688.85
Cgl0191,0,0.78,3.23,26.86,22.58,7.52
Cgl0192,7.87,6.54,12.34,25.12,27.53,19.07
Cgl0193,23.23,7.83,18.96,42.73,41.39,17.7
Cgl0194,71.3,38.63,60.09,269,290.33,82.1
Cgl0195,23.48,5.37,9.22,34.32,36.44,19.72
Cgl0196,4.53,2.21,1.36,8.52,10.7,2.99
Cgl0197,12.81,3.37,14.75,42.54,48.13,23.95
Cgl0198,12.44,4.21,14,24.35,30.1,12
Cgl0199,9.5,4.17,3.99,10.58,7.68,4.04
Cgl0200,92.07,69.47,100.1,83.79,102.5,35.28
Cgl0201,64.26,52.77,76.08,49.28,55.57,36.21
Cgl0202,118.12,105.72,149.38,155.66,195.12,194.39
Cgl0203,63.64,41.06,67.08,62.83,58.41,37.63
Cgl0204,3.47,1.35,0.7,1.9,2.74,3.06
Cgl0205,7.94,3.17,3.91,47.38,40.03,8.59
Cgl0206,40.79,24.49,42.53,84.78,74.4,67.05
Cgl0207,0.67,1.37,0.81,1.47,1.98,1
Cgl0208,31.1,17.63,33.91,63.03,71.89,36.45
Cgl0209,26.18,9.73,26.85,57.25,63.74,48.57
Cgl0210,22.04,12.76,32.65,48.44,61.96,28.17
Cgl0211,3.46,3.79,8.2,12.06,15.34,14.56
Cgl0212,7.05,3.47,7.14,54.69,78.57,22.3
Cgl0213,5.09,0.64,1.53,11.13,17.09,12.13
Cgl0214,8.83,7.75,14.82,146.94,183.06,60.5
Cgl0215,7.89,1.38,14.97,77.25,65.1,13.29
Cgl0216,37.4,15.42,21.31,64.5,52.9,19.74
Cgl0217,18.78,19.85,22.18,55.28,45.47,33.15
Cgl0218,33.75,24.03,32.99,147.16,143.81,69.22
Cgl0219,1.34,0.79,1.01,3.06,3.08,2.11
Cgl0220,27.16,17.55,24.53,46.1,37.39,10.97
Cgl0221,2.4,0.93,1.2,19.65,28.09,12.79
Cgl0222,1.6,0,2.34,2.4,2.39,0.49
Cgl0223,1.01,0.22,1.83,1.66,2.81,0.25
Cgl0224,4.51,3,7.16,14.78,15.98,11.93
Cgl0225,18.39,12.52,17.07,19.54,27.99,17.26
Cgl0226,15.13,5.24,13.13,53.99,67.88,13.9
Cgl0227,3.29,4.33,5.2,19.35,14.78,8.76
Cgl0228,3.82,3.35,5.37,9.74,8.28,3.36
Cgl0229,349.44,91.07,218.21,2338.83,1672.79,597.38
Cgl0230,5.46,3.72,4.93,16.9,12.09,13.21
Cgl0231,16.59,15.37,23.7,42.62,38.02,28.85
Cgl0232,27.22,15.49,22.83,54.48,47.84,19.1
Cgl0233,32.46,16.84,29.31,89.76,119.92,48.63
Cgl0234,2.63,1.65,1.87,1.34,1.25,0.56
Cgl0235,1.41,1.12,2.3,1.86,1.32,1.19
Cgl0236,10.85,5.87,9.59,29.54,32.46,17.04
Cgl0237,12.51,10.43,21.12,124.58,83.48,59.64
Cgl0238,1.93,1.08,2.22,3.84,3.81,6
Cgl0239,0,0,0,0,0,1.05
Cgl0240,252.12,170.79,279.25,495.1,507.47,359.26
Cgl0241,138.68,134.32,145.3,197.36,257.49,182.48
Cgl0242,42.78,26.17,35.64,121.25,137.86,44.42
Cgl0243,63.97,18.32,35.37,528.54,592.75,118.02
Cgl0244,0.93,2.72,3.92,18.64,15.53,5.68
Cgl0245,105.49,55.51,81.84,277.41,234.45,124.46
Cgl0246,102.32,78.78,132.32,254.12,239.31,140.78
Cgl0247,12.6,6.93,16.14,27.04,29.18,14.16
Cgl0248,88.58,63.69,78.61,399.67,474.58,188.9
Cgl0250,9.83,4.52,6.55,28.28,24.81,8.12
Cgl0251,97.01,64.34,94.15,242.04,257.78,159.93
Cgl0252,226.11,136.34,238.33,668.73,646.68,231.1
Cgl0253,1.98,0.5,1.92,4.42,3.58,2.11
Cgl0254,0.7,0.31,2.53,10.14,9.46,1.21
Cgl0255,1045.56,599.69,1053.06,2301.39,2417.35,885.63
Cgl0257,1.34,0.39,1.61,4.64,7.53,1.55
Cgl0258,1.89,2.6,0.97,9.28,14.93,6.27
Cgl0259,0.62,0,2.81,5.45,9.67,2.16
Cgl0260,11.08,5.47,15.64,80.29,64.5,20.25
Cgl0261,4.68,4.62,4.23,20.48,24.91,8.99
Cgl0262,6.48,4.3,6.03,40.33,37.15,18.08
Cgl0263,4.18,0.46,8.02,27.41,34.73,10.61
Cgl0264,0.63,2.78,2.87,19.77,28.69,5.97
Cgl0265,1.49,0,2.02,6.12,6.95,3.7
Cgl0266,5.81,2.74,4.84,22.46,29.31,18.36
Cgl0267,9.74,11.7,13.01,33.98,43.29,22.79
Cgl0268,4.77,3.26,3.83,22.33,24.46,6.31
Cgl0269,17.73,17.71,21.73,38.15,45.98,27.11
Cgl0270,10.88,6.76,9.58,26.8,17.22,11.19
Cgl0271,0.23,0.21,0,0.39,0,0
Cgl0272,0.61,0.8,1.65,10.49,14.04,2.87
Cgl0273,2.49,0.24,1.75,11.36,14.01,5.42
Cgl0275,3.51,1.03,2.11,7.68,11.94,11.89
Cgl0274,0.66,1.15,1.18,1.97,1.45,0.81
Cgl0276,12.32,7.07,12.75,53.77,50.27,18.42
Cgl0277,33.05,6.27,22.99,48.35,34.26,13.5
Cgl0278,31.98,27.15,38.75,86.91,85.57,52.89
Cgl0279,41.78,23.92,27.78,104.69,99.05,38.23
Cgl0281,0,0,0,2.14,6.37,0
Cgl0282,26.01,21.27,21.1,121.47,105.94,84.51
Cgl0283,0.3,0.92,2.03,4.68,4,3.42
Cgl0284,0.26,0.46,0.24,1.16,2.29,0.46
Cgl0285,7.83,1.53,5.5,64.48,62.9,22.85
Cgl0286,0.44,0.19,0.39,3.33,2.41,1.29
Cgl0287,1.72,3.02,0.78,2.95,3.82,3.2
Cgl0288,1.02,1.49,2,2.79,2.64,2.28
Cgl0289,2.15,2.64,1.55,11.28,8.19,4.04
Cgl0290,123.98,83.92,109.53,386.76,462.41,261.1
Cgl0291,226.6,164,242.58,2586.7,3193.02,1146.58
Cgl0292,84.32,56.66,68.24,217.31,205.85,159.46
Cgl0293,7.8,2.97,11.51,58.59,65.51,16.11
Cgl0294,37.03,16.24,28.53,41.48,46.36,47.65
Cgl0295,13.14,6.48,14.09,63.9,71.85,31.19
Cgl0296,6.64,2.39,9.07,22.33,23.91,10.7
Cgl0297,104.29,60.62,108.41,141.98,170.63,127.42
Cgl0298,57.19,25.89,56.32,274.33,313.44,108.92
Cgl0299,13.05,4.66,13.31,44.91,54.1,13.04
Cgl0300,3.84,2.35,2.77,2.52,3.06,3.32
Cgl0302,4.49,4.41,4.7,7.76,5.73,5.16
Cgl0303,51.63,48.38,49.82,34.22,28.38,32.05
Cgl0304,2.03,0,0,11.63,6.74,5.02
Cgl0305,3.81,0.56,1.15,3.12,2.25,0.31
Cgl0306,4.07,3.57,2.45,13.36,7.53,3.7
Cgl0307,8.55,4.77,6.86,10.2,8.08,4.96
Cgl0308,120.81,13.13,60.41,268,233.28,36.1
Cgl0309,67.55,45.87,61.62,118.05,119.13,55.72
Cgl0310,18.36,13.29,14.74,18.32,18.86,16.02
Cgl0311,40.15,31.7,38.31,162.32,138.79,89.19
Cgl0312,15.84,7.66,17.52,68.84,83.49,37.79
Cgl0314,7.75,1.2,15.23,105.87,103.03,35.66
Cgl0315,2.17,0,0.65,9.48,10.89,5.54
Cgl0316,0,0,0,0.75,0.71,0.23
Cgl0317,1.36,0.33,1.23,17.71,20.83,6.8
Cgl0318,2.77,0.41,2.92,3.53,3.48,2.97
Cgl0319,97.51,57.12,93.05,309.4,259.24,150.28
Cgl0320,281.49,224.97,310.05,560.76,420.84,433.51
Cgl0321,18.19,6.65,12.04,29.83,22.04,7.06
Cgl0322,8.59,6.66,5.67,4.79,5.71,4.91
Cgl0323,35.69,25,31.44,274.56,282,103.69
Cgl0324,49.57,42.06,39.9,65.39,91.73,34.96
Cgl0325,5.73,1.26,5.95,29.91,27.18,8.09
Cgl0326,4.18,2.1,3.6,18.29,21.54,6.71
Cgl0327,34.14,19.96,31.54,90.43,95.7,32.75
Cgl0328,1.76,2.66,3.18,4.65,4.5,3.34
Cgl0330,9.21,1.01,9.87,53.47,26.02,15.1
Cgl0331,139.62,96.21,149.13,646.48,620.97,356.79
Cgl0332,22.79,16.03,27.23,69.3,50.1,28.81
Cgl0333,84.64,55.48,86.98,161.38,146.86,101.18
Cgl0334,58.71,32.05,61.5,104.69,95.08,57.46
Cgl0335,101.49,52.79,116.31,140.04,110.16,65.7
Cgl0336,3.01,0.57,1.94,1.88,4.29,2.34
Cgl0337,3.81,1.39,4.3,14.74,14.63,7.23
Cgl0338,23.44,12.99,13.23,16.02,13.35,15.24
Cgl0339,41.09,28.16,40.04,72.7,68.56,40.34
Cgl0340,29.43,15.93,29.88,55.09,46.7,21.06
Cgl0341,4.45,1.63,3.69,11.36,13.98,3.12
Cgl0342,7.44,6.85,7.22,18.41,24,17.23
Cgl0343,160.83,88.99,161.5,865.12,1089.7,419.06
Cgl0344,114.95,102.18,155.66,158.54,214.16,196.22
Cgl0345,19.83,9.43,13.05,30.32,40.23,20.81
Cgl0346,54.68,27.33,60.94,62.05,73.01,44.67
Cgl0347,145.43,100.48,162.97,241.53,288.52,176.64
Cgl0348,107.29,65.4,109.29,187.5,204.23,79.54
Cgl0349,220.9,155.97,244.97,63.37,79.58,84.48
Cgl0350,12.87,6.22,16.17,20.5,10.09,11.46
Cgl0351,15.68,5.62,13.17,7.01,6.1,4.73
Cgl0352,47.48,24.01,48.33,206.04,275.57,74.15
Cgl0353,36.37,14,24.27,75.56,87.17,42.84
Cgl0354,34.73,17.73,35.97,74.77,53.15,36.06
Cgl0355,1.33,5.84,2.4,2.18,4.72,0.66
Cgl0357,0.93,0.82,3.36,1.53,1.65,0.92
Cgl0358,4.69,1.37,5.33,7.78,6.08,11.01
Cgl0359,19.84,20.45,29.18,52.99,67.64,44.77
Cgl0360,43.57,27.62,56.1,76.62,59.89,37.7
Cgl0362,42.35,28.59,49.63,61.74,45.97,47.11
Cgl0363,89.37,39.41,104.35,149,115.04,56.86
Cgl0364,108.44,41.62,122.63,150.7,118.59,95.59
Cgl0366,1347.72,947.24,1389.41,1797.42,1556.06,1196.43
Cgl0367,133.36,87.96,155.88,48.2,58.93,47.49
Cgl0368,10.16,4.28,8.08,20.89,20.01,6.44
Cgl0369,39.31,23.32,40.66,355.84,400.49,198.37
Cgl0370,771.81,573.27,791.41,375.62,387.46,183.91
Cgl0371,3990.2,3153.21,3939.54,617.53,731.97,390.11
Cgl0372,2751.51,1931.57,2707,387.93,441.15,201.77
Cgl0373,2626.79,2240.44,2380.2,581.03,534.15,398.33
Cgl0374,0.77,0,0.7,0,2.74,0
Cgl0375,26.45,17.35,31.6,44.97,53.28,21.97
Cgl0376,32.31,19.03,29.04,108.28,92.65,54.96
Cgl0377,69.34,31.25,55.66,443.55,495.06,199.62
Cgl0378,87.19,42.61,68.53,419.55,433.21,280.23
Cgl0379,6.54,5.46,8.16,36.43,40.32,16.51
Cgl0380,44.81,38.22,47.94,142.52,122.7,105.9
Cgl0381,37.5,34.52,38.03,123.54,105.66,92.68
Cgl0382,16.47,3.71,12.46,16.31,12.93,6.06
Cgl0383,9.13,2.67,7.15,21.3,21.46,12.97
Cgl0384,1.87,1.03,0.42,6.4,4.67,2.44
Cgl0385,28.9,12.38,35.82,186.31,184.18,65.26
Cgl0386,29.37,17.96,28.55,212.09,247.61,135.58
Cgl0387,0,0,0,1.47,0.6,0
Cgl0388,13.38,7.08,14.48,88.74,142.12,54.11
Cgl0389,16.03,9.26,12.43,105.68,127.93,43.62
Cgl0390,39.34,26.54,28.52,71.85,86.36,58.17
Cgl0391,16.47,4.82,6.54,42.57,60.2,21.88
Cgl0393,3.88,2.34,5.47,4.37,6.88,1.92
Cgl0394,18.68,11.95,25.3,178.82,155.43,74.63
Cgl0395,12.73,5.91,5.41,55.67,52.9,17.56
Cgl0396,54.15,26.94,54.38,1098.67,1169.62,292.24
Cgl0397,41.4,25.01,51.01,124.62,118.93,81.47
Cgl0398,12.11,6.43,10.36,25.44,27.7,11.52
Cgl0400,270.73,127.77,286.86,1173.61,1356.37,729.41
Cgl0401,35.65,17.05,36.29,128.09,123.99,56.1
Cgl0402,548.04,292.93,505.55,3974.06,4155.92,1295.94
Cgl0403,126.6,59.97,101.31,296.39,370.51,128.09
Cgl0404,34.97,17.63,35.53,140.82,187.06,52.68
Cgl0405,0.23,0,0.42,1.64,1.23,1.49
Cgl0406,11.09,10.84,17.03,58.77,64.66,37
Cgl0407,15.06,6.51,15.02,36.75,37.78,15.81
Cgl0408,61.98,38.99,58.35,192.52,246.92,81.79
Cgl0409,57.8,46.04,72.71,164.47,171.76,81.63
Cgl0410,77.66,37.13,76.93,224.89,214.7,79.17
Cgl0411,96.53,25.12,41.2,78.29,61.61,19.44
Cgl0413,165.74,63.05,122.63,92.79,79.68,46.49
Cgl0415,5.15,2.84,7.23,93.94,124.29,41.28
Cgl0417,35.85,27.33,43.61,45.27,43.85,54.28
Cgl0418,60.05,38.32,60.91,294.11,359.52,115.64
Cgl0419,12.24,3.42,9.05,31.64,23.69,9.37
Cgl0420,12.66,5.85,13.93,50.7,79.38,22
Cgl0421,9.14,6.62,7.21,25.85,26.76,16.38
Cgl0422,8.12,6.35,10,16.55,13.86,13.58
Cgl0423,12.09,7.75,8.82,41.18,41.44,28.33
Cgl0424,44.46,23.69,44.91,135.52,155.17,65.24
Cgl0425,7.38,5.82,1.33,29.45,27.16,8.77
Cgl0426,1.93,2.54,3.14,27.6,53.17,16.38
Cgl0427,2.23,2.17,2.01,40.02,64.86,24.56
Cgl0428,4.71,5.29,4.43,275.48,525.25,146.37
Cgl0429,15.07,14.51,15.97,26.27,29.3,12.74
Cgl0430,1.94,2.13,1.31,6.63,12.69,2.88
Cgl0431,52.12,35.38,65.64,119.21,116.42,56.38
Cgl0432,88.78,75.42,89.3,109.63,112.07,108.82
Cgl0433,54.15,40.76,50.73,77.1,94.78,57.85
Cgl0434,77.86,55.28,81.89,143.44,120.78,84.01
Cgl0435,13.43,7.96,9.91,6.51,5.79,4.59
Cgl0436,17.99,12.73,15.02,21.58,28.96,13.93
Cgl0437,42.78,30.99,35.28,63.13,75.66,30.48
Cgl0438,21.07,20.53,15.1,39.31,38.85,18.72
Cgl0439,15.01,5.15,13.56,19.63,20.55,12.29
Cgl0440,8.08,6.2,6.38,6.48,6.83,6
Cgl0441,14.03,10.99,13.92,28.69,30.99,11.91
Cgl0442,28.52,26.42,39.55,108.93,129.75,68.65
Cgl0443,0,0,0,0.14,0.11,0
Cgl0444,0.86,1.13,0.78,1.64,0.19,0.85
Cgl0445,41.3,20.34,37.81,62.48,44.65,27.74
Cgl0446,15.46,1.18,6.07,30.5,28.91,4.99
Cgl0447,16.37,14.89,11.5,69.59,65.04,28.52
Cgl0448,16.12,13.74,15.79,32.4,38.25,27.33
Cgl0449,20.44,7.83,10.82,52.14,72.49,27
Cgl0450,10.26,7.58,11.87,19.3,18.36,10.79
Cgl0451,6.99,3.94,8.12,4.09,2.66,2.97
Cgl0452,50.04,25.6,43.9,45.81,28.94,23.75
Cgl0453,20.99,14.46,30.37,33.6,28.87,19.2
Cgl0454,22.17,16,18.77,107.43,117.94,51.24
Cgl0455,32.02,21.91,26.61,344.9,473.94,57.1
Cgl0456,6.49,1.42,1.47,11.39,9.23,6.03
Cgl0457,0.97,0.43,0,3.71,4.52,0.48
Cgl0458,1.09,1.43,2.94,8.31,9.15,4.3
Cgl0459,17.74,12.86,18.81,7.17,4.79,0.76
Cgl0460,104.23,111.4,126.81,15.16,13.35,10.5
Cgl0461,0,0,0,3.96,4.41,2.24
Cgl0463,39.46,11.91,31.81,149.62,145.14,79.97
Cgl0465,1.44,1.27,0,22.11,26.9,8.23
Cgl0464,18.49,12.97,27.93,46.49,65.27,60.1
Cgl0466,7.01,2.28,8.14,27.7,27.08,14.58
Cgl0467,58.66,40.72,64.59,128.27,118.69,70.28
Cgl0468,24.77,10.06,11.6,40.13,42.91,14.31
Cgl0469,14.14,8.17,18.79,132.91,266.55,65.69
Cgl0470,6.96,4.61,10.26,19.88,26.64,10.48
Cgl0471,52.31,32.74,40.35,105.4,92.65,55.46
Cgl0472,32.11,22.98,33.76,26.37,25.85,10.92
Cgl0473,18.96,11.03,18.34,65.35,77.09,19.64
Cgl0474,10.91,2.66,10.95,45.07,40.85,23.42
Cgl0475,233.9,154.36,252.76,220.95,225.05,167.61
Cgl0476,827.26,750.81,1066.74,613.43,841.16,380.27
Cgl0477,851.37,701.2,857.66,533.87,930.45,293.14
Cgl0478,21.51,16.86,25.13,89.22,107.23,61.6
