,flux,z,f,enz,met_concentration,reaction,gpr
PFK,2.8936809815966615,1.0,24.838366954831642,0.0007475700804704654,;adp_c : 5.191273464754488e-05;atp_c : 0.0005191273464754484;f6p_c : 4.999999992621078e-07;fdp_c : 4.999999992621078e-07;h_c : 1.0,atp_c + f6p_c --> adp_c + fdp_c + h_c,Cgl1250
TPI,2.8936809815966615,1.0,-5.7,3.945001967438939e-06,;dhap_c : 4.999999992621078e-07;g3p_c : 4.999999992621078e-07,dhap_c --> g3p_c,Cgl1586
FBA,2.8936809815966615,1.0,13.717828311460014,0.0039650865574165405,;dhap_c : 4.999999992621078e-07;fdp_c : 4.999999992621078e-07;g3p_c : 4.999999992621078e-07,fdp_c --> dhap_c + g3p_c,Cgl2770
PYK_num2,2.839127365931218,1.0,20.736768235329222,5.43218122567889e-05,;adp_c : 5.191273464754488e-05;atp_c : 0.0005191273464754484;h_c : 1.0;pep_c : 8.597639192461892e-05;pyr_c : 3.699083542499263e-05,adp_c + h_c + pep_c --> atp_c + pyr_c,Cgl2910
TKT2,1.7763190184058726,1.0,10.5,0.00012230671958254405,;e4p_c : 4.999999992621078e-07;f6p_c : 4.999999992621078e-07;g3p_c : 4.999999992621078e-07;xu5p__D_c : 4.999999992621078e-07,e4p_c + xu5p__D_c --> f6p_c + g3p_c,Cgl1575
TALA,1.7763190184058726,1.0,1.2,0.00012230671958254405,;e4p_c : 4.999999992621078e-07;f6p_c : 4.999999992621078e-07;g3p_c : 4.999999992621078e-07;s7p_c : 4.999999992621078e-07,g3p_c + s7p_c --> e4p_c + f6p_c,Cgl1575
TKT1,1.7763190184058726,1.0,1.5,5.537103792131069e-07,;g3p_c : 4.999999992621078e-07;r5p_c : 4.999999992621078e-07;s7p_c : 4.999999992621078e-07;xu5p__D_c : 4.999999992621078e-07,r5p_c + xu5p__D_c --> g3p_c + s7p_c,Cgl1574
RPI_reverse,1.7763190184058726,1.0,6.822020393498391,1.1523836414234807e-06,;r5p_c : 4.999999992621078e-07;ru5p__D_c : 1.2302405236568828e-06,ru5p__D_c --> r5p_c,Cgl2423
EX_o2_e_reverse,1.5471165644180198,1.0,-9999.0,-9999.0,;o2_e : 1.0, --> o2_e,
O2tpp,1.5471165644180198,1.0,-9999.0,-9999.0,;o2_c : 0.00020000000008324668;o2_e : 1.0,o2_e --> o2_c,
PGI_reverse,0.6589570552150836,1.0,-6.822020393498391,8.791806003310012e-06,;f6p_c : 4.999999992621078e-07;g6p_c : 1.856800651391405e-05,f6p_c --> g6p_c,Cgl0851
PPC,0.05455361566543715,1.0,21.62712126316671,0.028432993247708635,;co2_c : 1.000000000958312e-07;h2o_c : 1.0;h_c : 1.0;oaa_c : 1.0724836446254983e-06;pep_c : 8.597639192461892e-05;pi_c : 0.02000000000856292,co2_c + h2o_c + pep_c --> h_c + oaa_c + pi_c,Cgl1585
