,flux,z,f,enz,met_concentration,reaction,gpr
TKT1,0.6715377459100764,1.0,-6.5863455639122055,2.0933031515784966e-07,;g3p_c : 1.1499580751374831e-05;r5p_c : 4.999999992621078e-07;s7p_c : 4.999999992621078e-07;xu5p__D_c : 4.999999992621078e-07,r5p_c + xu5p__D_c --> g3p_c + s7p_c,Cgl1574
TALA,0.6715377459100764,1.0,9.286345563912205,4.623807881752391e-05,;e4p_c : 4.999999992621078e-07;f6p_c : 4.999999992621078e-07;g3p_c : 1.1499580751374831e-05;s7p_c : 4.999999992621078e-07,g3p_c + s7p_c --> e4p_c + f6p_c,Cgl1575
EX_k_e_reverse,0.6637239188501185,1.0,-9999.0,-9999.0,;k_e : 1.0, --> k_e,
Kt2pp,0.6637239188501185,1.0,-9999.0,-9999.0,;h_c : 1.0;h_e : 1.0;k_c : 4.999999992621078e-07;k_e : 1.0,h_e + k_e --> h_c + k_c,Cgl0712
TKT2,0.6071794259055431,1.0,2.4136544360877945,4.180674924438102e-05,;e4p_c : 4.999999992621078e-07;f6p_c : 4.999999992621078e-07;g3p_c : 1.1499580751374831e-05;xu5p__D_c : 4.999999992621078e-07,e4p_c + xu5p__D_c --> f6p_c + g3p_c,Cgl1575
ASPTA_reverse,0.6062777287678438,1.0,3.7289389198613634,1.7611599812476585e-05,;akg_c : 4.999999992621078e-07;asp__L_c : 0.00012054775844112553;glu__L_c : 0.00017281807728138286;oaa_c : 4.999999992621078e-07,glu__L_c + oaa_c --> akg_c + asp__L_c,Cgl0240
NDPK1,0.5980799076704695,1.0,3.878435595568874,5.279646930193561e-05,;adp_c : 7.4895658057503126e-06;atp_c : 7.489565805750308e-05;gdp_c : 4.37845922717093e-05;gtp_c : 0.0002283908441459886,atp_c + gdp_c --> adp_c + gtp_c,Cgl2370
NDPK2,0.5336706858651556,1.0,8.486380882991376,4.711064127428773e-05,;adp_c : 7.4895658057503126e-06;atp_c : 7.489565805750308e-05;udp_c : 1.6302145796830166e-06;utp_c : 4.999999992621078e-07,atp_c + udp_c --> adp_c + utp_c,Cgl2370
EX_biomass,0.5240173117210304,1.0,-9999.0,-9999.0,;biomass_c : 4.999999992621078e-07,biomass_c --> ,
CG_biomass_cgl_ATCC13032,0.5240173117210304,1.0,1365.5979295442687,-9999.0,;adp_c : 7.4895658057503126e-06;arabino_c : 0.02000000000856292;atp_c : 7.489565805750308e-05;biomass_c : 4.999999992621078e-07;dna_c : 0.02000000000856292;h2o_c : 1.0;h_c : 1.0;ions_c : 0.02000000000856292;mycoli_c : 0.02000000000856292;peptid_c : 0.02000000000856292;phosph_c : 0.02000000000856292;pi_c : 0.00016828720826797352;protein_c : 0.02000000000856292;rna_c : 0.02000000000856292;soluble_pool_c : 0.02000000000856292,0.098705 arabino_c + 47.7 atp_c + 0.01039 dna_c + 47.7 h2o_c + 0.062224 ions_c + 0.10598 mycoli_c + 0.098705 peptid_c + 0.029092 phosph_c + 0.54028 protein_c + 0.05195 rna_c + 0.002679 soluble_pool_c --> 47.7 adp_c + biomass_c + 47.7 h_c + 47.7 pi_c,
ADK3,0.44619336116947705,1.0,1.5599313592627686,-9999.0,;adp_c : 7.4895658057503126e-06;amp_c : 7.4895658057503126e-06;gdp_c : 4.37845922717093e-05;gtp_c : 0.0002283908441459886,amp_c + gtp_c --> adp_c + gdp_c,Cgl0315
GLNS_num2,0.3672612240294528,1.0,46.23957833259083,4.040855689011347e-05,;adp_c : 7.4895658057503126e-06;atp_c : 7.489565805750308e-05;gln__L_c : 1.9394945609992795e-06;glu__L_c : 0.00017281807728138286;h_c : 1.0;nh4_c : 0.02000000000856292;pi_c : 0.00016828720826797352,atp_c + glu__L_c + nh4_c --> adp_c + gln__L_c + h_c + pi_c,Cgl2229
PGCD,0.3619214865907543,1.0,-8.486380882991376,2.0290544903217688e-05,;3pg_c : 0.0025809381554327167;3php_c : 7.467211162815725e-06;h_c : 1.0;nad_c : 4.999999992621083e-06;nadh_c : 4.999999992621078e-07,3pg_c + nad_c --> 3php_c + h_c + nadh_c,Cgl1284
PSP_L,0.3619214865907543,1.0,32.971093401735246,9.486483933617965e-06,;h2o_c : 1.0;pi_c : 0.00016828720826797352;pser__L_c : 4.999999992621078e-07;ser__L_c : 4.999999992621078e-07,h2o_c + pser__L_c --> pi_c + ser__L_c,Cgl2522
PSERT,0.3619214865907543,1.0,32.948013928159725,0.004369234526032927,;3php_c : 7.467211162815725e-06;akg_c : 4.999999992621078e-07;glu__L_c : 0.00017281807728138286;pser__L_c : 4.999999992621078e-07,3php_c + glu__L_c --> akg_c + pser__L_c,Cgl0828
UDPARA,0.3434519195484881,1.0,8.671279018434987,-9999.0,;h_c : 1.0;ppi_c : 0.02000000000856292;r5p_c : 4.999999992621078e-07;udpara_c : 4.999999992621078e-07;utp_c : 4.999999992621078e-07,h_c + r5p_c + utp_c --> ppi_c + udpara_c,
PROTEIN,0.2831160731766383,1.0,-9999.0,-9999.0,;adp_c : 7.4895658057503126e-06;ala__L_c : 4.999999992621078e-07;arg__L_c : 0.02000000000856292;asn__L_c : 4.999999992621078e-07;asp__L_c : 0.00012054775844112553;atp_c : 7.489565805750308e-05;cys__L_c : 4.999999992621078e-07;gln__L_c : 1.9394945609992795e-06;glu__L_c : 0.00017281807728138286;gly_c : 4.999999992621078e-07;h2o_c : 1.0;h_c : 1.0;his__L_c : 4.999999992621078e-07;ile__L_c : 4.999999992621078e-07;leu__L_c : 4.999999992621096e-07;lys__L_c : 4.999999992621078e-07;met__L_c : 4.999999992621078e-07;phe__L_c : 4.999999992621078e-07;pi_c : 0.00016828720826797352;pro__L_c : 0.02000000000856292;protein_c : 0.02000000000856292;ser__L_c : 4.999999992621078e-07;thr__L_c : 4.999999992621078e-07;trp__L_c : 4.999999992621078e-07;tyr__L_c : 0.0007740929378342265;val__L_c : 4.999999992621078e-07,0.64783 ala__L_c + 0.18342 arg__L_c + 0.18813 asn__L_c + 0.18956 asp__L_c + 40.066 atp_c + 0.04283 cys__L_c + 0.33197 gln__L_c + 0.53716 glu__L_c + 0.43663 gly_c + 30.76 h2o_c + 0.06523 his__L_c + 0.1835 ile__L_c + 0.3417 leu__L_c + 0.18032 lys__L_c + 0.0735 met__L_c + 0.12461 phe__L_c + 0.15479 pro__L_c + 0.2385 ser__L_c + 0.26528 thr__L_c + 0.02677 trp__L_c + 0.07545 tyr__L_c + 0.26578 val__L_c --> 40.066 adp_c + 40.066 h_c + 40.066 pi_c + protein_c,
ALATA_L,0.2757715250071488,1.0,14.875252162176956,0.0027760558320160324,;akg_c : 4.999999992621078e-07;ala__L_c : 4.999999992621078e-07;glu__L_c : 0.00017281807728138286;pyr_c : 4.999999992621078e-07,glu__L_c + pyr_c --> akg_c + ala__L_c,Cgl2844
ASAD_reverse,0.27165303451809863,1.0,2.9494603565668953,1.6560543297153848e-05,;4pasp_c : 4.999999992621078e-07;aspsa_c : 4.999999992621078e-07;h_c : 1.0;nadp_c : 4.999999992621078e-07;nadph_c : 4.999999992621083e-06;pi_c : 0.00016828720826797352,4pasp_c + h_c + nadph_c --> aspsa_c + nadp_c + pi_c,Cgl0252
ASPK,0.27165303451809863,1.0,-1.7153198028527683,1.3784139923172735e-05,;4pasp_c : 4.999999992621078e-07;adp_c : 7.4895658057503126e-06;asp__L_c : 0.00012054775844112553;atp_c : 7.489565805750308e-05,asp__L_c + atp_c --> 4pasp_c + adp_c,Cgl0251
EX_pi_e_reverse,0.2603768980573016,1.0,-9999.0,-9999.0,;pi_e : 1.0, --> pi_e,
PIt2rpp,0.2603768980573016,1.0,-9999.0,-9999.0,;h_c : 1.0;h_e : 1.0;pi_c : 0.00016828720826797352;pi_e : 1.0,h_e + pi_e --> h_c + pi_c,Cgl0460
3OAS60_num1,0.24231786605323072,1.0,-9999.0,0.0058110513323516785,;3ohexACP_c : 4.999999992621096e-07;ACP_c : 4.999999992621096e-07;butACP_c : 4.999999992621096e-07;co2_c : 9.999996122290448e-05;h_c : 1.0;malACP_c : 4.999999992621096e-07,butACP_c + h_c + malACP_c --> 3ohexACP_c + ACP_c + co2_c,Cgl2491
3OAS80_num1,0.24231786605323072,1.0,-9999.0,0.00012724294963031537,;3ooctACP_c : 4.999999992621096e-07;ACP_c : 4.999999992621096e-07;co2_c : 9.999996122290448e-05;h_c : 1.0;hexACP_c : 4.999999992621096e-07;malACP_c : 4.999999992621096e-07,h_c + hexACP_c + malACP_c --> 3ooctACP_c + ACP_c + co2_c,Cgl2491
3OAR100,0.24231786605323072,1.0,-9999.0,0.0001306494156919459,;3hdecACP_c : 4.999999992621096e-07;3odecACP_c : 4.999999992621096e-07;h_c : 1.0;nadp_c : 4.999999992621078e-07;nadph_c : 4.999999992621083e-06,3odecACP_c + h_c + nadph_c --> 3hdecACP_c + nadp_c,Cgl0286 and Cgl0744
EAR80y,0.24231786605323072,1.0,-9999.0,6.956619059399784e-05,;h_c : 1.0;nadp_c : 4.999999992621078e-07;nadph_c : 4.999999992621083e-06;ocACP_c : 4.999999992621096e-07;toct2eACP_c : 4.999999992621096e-07,h_c + nadph_c + toct2eACP_c --> nadp_c + ocACP_c,Cgl0719
3HAD80,0.24231786605323072,1.0,-9999.0,0.00012459131328962733,;3hoctACP_c : 4.999999992621096e-07;h2o_c : 1.0;toct2eACP_c : 4.999999992621096e-07,3hoctACP_c --> h2o_c + toct2eACP_c,Cgl0289
3OAR40,0.24231786605323072,1.0,-9999.0,0.0001306494156919459,;3haACP_c : 4.999999992621096e-07;actACP_c : 4.999999992621096e-07;h_c : 1.0;nadp_c : 4.999999992621078e-07;nadph_c : 4.999999992621083e-06,actACP_c + h_c + nadph_c --> 3haACP_c + nadp_c,Cgl0286 and Cgl0744
3HAD60,0.24231786605323072,1.0,-9999.0,0.00012459131328962733,;3hhexACP_c : 4.999999992621096e-07;h2o_c : 1.0;thex2eACP_c : 4.999999992621096e-07,3hhexACP_c --> h2o_c + thex2eACP_c,Cgl0289
KAS15_num1,0.24231786605323072,1.0,-9999.0,9.563294370296628e-05,;accoa_c : 4.999999992621078e-07;actACP_c : 4.999999992621096e-07;co2_c : 9.999996122290448e-05;coa_c : 4.999999992621078e-07;h_c : 1.0;malACP_c : 4.999999992621096e-07,accoa_c + h_c + malACP_c --> actACP_c + co2_c + coa_c,Cgl2491
3HAD100,0.24231786605323072,1.0,-9999.0,0.00012459131328962733,;3hdecACP_c : 4.999999992621096e-07;h2o_c : 1.0;tdec2eACP_c : 4.999999992621096e-07,3hdecACP_c --> h2o_c + tdec2eACP_c,Cgl0289
EAR40y,0.24231786605323072,1.0,-9999.0,6.956619059399784e-05,;but2eACP_c : 4.999999992621096e-07;butACP_c : 4.999999992621096e-07;h_c : 1.0;nadp_c : 4.999999992621078e-07;nadph_c : 4.999999992621083e-06,but2eACP_c + h_c + nadph_c --> butACP_c + nadp_c,Cgl0719
3OAS100_num1,0.24231786605323072,1.0,-9999.0,0.0058110513323516785,;3odecACP_c : 4.999999992621096e-07;ACP_c : 4.999999992621096e-07;co2_c : 9.999996122290448e-05;h_c : 1.0;malACP_c : 4.999999992621096e-07;ocACP_c : 4.999999992621096e-07,h_c + malACP_c + ocACP_c --> 3odecACP_c + ACP_c + co2_c,Cgl2491
3OAR80,0.24231786605323072,1.0,-9999.0,0.0001306494156919459,;3hoctACP_c : 4.999999992621096e-07;3ooctACP_c : 4.999999992621096e-07;h_c : 1.0;nadp_c : 4.999999992621078e-07;nadph_c : 4.999999992621083e-06,3ooctACP_c + h_c + nadph_c --> 3hoctACP_c + nadp_c,Cgl0286 and Cgl0744
EAR60y,0.24231786605323072,1.0,-9999.0,6.956619059399784e-05,;h_c : 1.0;hexACP_c : 4.999999992621096e-07;nadp_c : 4.999999992621078e-07;nadph_c : 4.999999992621083e-06;thex2eACP_c : 4.999999992621096e-07,h_c + nadph_c + thex2eACP_c --> hexACP_c + nadp_c,Cgl0719
3OAR60,0.24231786605323072,1.0,-9999.0,0.0001306494156919459,;3hhexACP_c : 4.999999992621096e-07;3ohexACP_c : 4.999999992621096e-07;h_c : 1.0;nadp_c : 4.999999992621078e-07;nadph_c : 4.999999992621083e-06,3ohexACP_c + h_c + nadph_c --> 3hhexACP_c + nadp_c,Cgl0286 and Cgl0744
3HAD40,0.24231786605323072,1.0,-9999.0,-9999.0,;3haACP_c : 4.999999992621096e-07;but2eACP_c : 4.999999992621096e-07;h2o_c : 1.0,3haACP_c --> but2eACP_c + h2o_c,Cgl0289
FREENTCO,0.20585761975753444,1.0,-9999.0,-9999.0,;ACP_c : 4.999999992621096e-07;freemyco_c : 4.999999992621096e-07;hdeACP_c : 4.999999992621096e-07;myrsACP_c : 4.999999992621096e-07;ocdcaACP_c : 4.999999992621096e-07;octeACP_c : 4.999999992621096e-07;palmACP_c : 4.999999992621096e-07;tdeACP_c : 4.999999992621096e-07,0.012 hdeACP_c + 0.007 myrsACP_c + 0.009 ocdcaACP_c + 0.521 octeACP_c + 0.437 palmACP_c + 0.014 tdeACP_c --> ACP_c + freemyco_c,
GHMT2r,0.20580209828403043,1.0,7.148013928159756,5.3264817248728555e-06,;gly_c : 4.999999992621078e-07;h2o_c : 1.0;mlthf_c : 1.570630480671612e-06;ser__L_c : 4.999999992621078e-07;thf_c : 4.999999992621078e-07,ser__L_c + thf_c --> gly_c + h2o_c + mlthf_c,Cgl0996
HSDy_reverse,0.1955892736003063,1.0,-2.7903540267333646,3.2630843109827545e-06,;aspsa_c : 4.999999992621078e-07;h_c : 1.0;hom__L_c : 0.02000000000856292;nadp_c : 4.999999992621078e-07;nadph_c : 4.999999992621083e-06,aspsa_c + h_c + nadph_c --> hom__L_c + nadp_c,Cgl1183
DHAD1,0.17234623601425123,1.0,36.9,0.0004157200693508939,;23dhmb_c : 0.02000000000856292;3mob_c : 0.02000000000856292;h2o_c : 1.0,23dhmb_c --> 3mob_c + h2o_c,Cgl1268
KARA1_reverse,0.17234623601425123,1.0,-6.590354026733369,0.0011429281605152529,;23dhmb_c : 0.02000000000856292;alac__S_c : 4.999999992621078e-07;h_c : 1.0;nadp_c : 4.999999992621078e-07;nadph_c : 4.999999992621083e-06,alac__S_c + h_c + nadph_c --> 23dhmb_c + nadp_c,Cgl1273
ACLS,0.17234623601425123,1.0,11.335640507928048,6.362678582170941e-05,;alac__S_c : 4.999999992621078e-07;co2_c : 9.999996122290448e-05;h_c : 1.0;pyr_c : 4.999999992621078e-07,h_c + 2.0 pyr_c --> alac__S_c + co2_c,Cgl1271 and Cgl1272
PRPPS,0.15824485515845443,1.0,-8.486380882991387,0.0002064301656070693,;amp_c : 7.4895658057503126e-06;atp_c : 7.489565805750308e-05;h_c : 1.0;prpp_c : 0.00023110087559080264;r5p_c : 4.999999992621078e-07,atp_c + r5p_c --> amp_c + h_c + prpp_c,Cgl0942
MTHFC,0.13281337475397995,1.0,5.0,9.96683590581113e-07,;10fthf_c : 4.999999992621078e-07;h2o_c : 1.0;h_c : 1.0;methf_c : 4.999999992621078e-07,h2o_c + methf_c --> 10fthf_c + h_c,Cgl0648
MTHFD,0.13281337475397995,1.0,-8.486380882991403,2.3428591287811845e-05,;methf_c : 4.999999992621078e-07;mlthf_c : 1.570630480671612e-06;nadp_c : 4.999999992621078e-07;nadph_c : 4.999999992621083e-06,mlthf_c + nadp_c --> methf_c + nadph_c,Cgl0648
3HAD141,0.132584332977413,1.0,-9999.0,6.817019494409208e-05,;3hcmrs7eACP_c : 4.999999992621096e-07;h2o_c : 1.0;t3c7mrseACP_c : 4.999999992621096e-07,3hcmrs7eACP_c --> h2o_c + t3c7mrseACP_c,Cgl0289
EAR141y,0.132584332977413,1.0,-9999.0,3.806317349979739e-05,;h_c : 1.0;nadp_c : 4.999999992621078e-07;nadph_c : 4.999999992621083e-06;t3c7mrseACP_c : 4.999999992621096e-07;tdeACP_c : 4.999999992621096e-07,h_c + nadph_c + t3c7mrseACP_c --> nadp_c + tdeACP_c,Cgl0719
3OAR141,0.132584332977413,1.0,-9999.0,7.148488848775274e-05,;3hcmrs7eACP_c : 4.999999992621096e-07;3ocmrs7eACP_c : 4.999999992621096e-07;h_c : 1.0;nadp_c : 4.999999992621078e-07;nadph_c : 4.999999992621083e-06,3ocmrs7eACP_c + h_c + nadph_c --> 3hcmrs7eACP_c + nadp_c,Cgl0286 and Cgl0744
