reactions,kcat,MW,kcat_MW
LEUTAi_reverse,7.802865546,41690.674299999984,673.7793628250338
KAS14_num1,7.802865546,14750.437999999996,1904.3716509028413
HSST_num2,7.798863784,38835.93250000002,722.9364100475761
DASYN161,7.798863784,30733.134600000016,913.5387583406473
MCOATA_num5,7.798863784,32647.446300000014,859.9726105499403
PA180abcpp_num1,7.798863784,87329.29130000003,321.49476085809016
MCOATA_num1,7.673788092,51947.94010000007,531.7946597693864
UAGDP,7.544131855,151370.02440000017,179.42042875167806
PA140abcpp_num1,7.525238119,87329.29130000003,310.2150129140003
ACOATA_num5,7.525238119,32647.446300000014,829.8001926233351
PA141abcpp_num1,7.525238119,87329.29130000003,310.2150129140003
KAS14_num2,7.525238119,72794.94800000028,372.15298551212504
DASYN120,7.525238119,30733.134600000016,881.4869547475312
2METS_reverse,7.352030139,85189.59560000009,310.68710109477234
ASPTA_reverse,7.352030139,47295.002600000065,559.6216734408206
THDPS_num1,7.282025758,93509.48189999998,280.3490319498819
DHDPRy,7.26553543,26024.081399999985,1005.0663132340193
NADPHQR3_num1,7.26553543,34660.560100000046,754.6308389863545
PFK,7.26553543,74926.25080000008,349.08896773465636
PGK,7.26553543,42696.706500000066,612.598246846041
LDH_D,7.26553543,63722.110700000245,410.46863107125387
HEX1,7.26553543,34186.402600000045,765.0973942487873
GLGC,7.26553543,175439.88760000013,149.0876898395823
DXPRIi,7.26553543,40957.19590000011,638.6161692285173
ALATA_L,7.26553543,46748.85590000004,559.4987737015394
ACOAD5f_reverse,7.26553543,43527.88540000008,600.9004873000321
ANPRT,7.26553543,73265.38340000014,357.00253426913685
AMPTASEPG_num1,7.158534967,96093.53880000084,268.18375307039656
ILEt2rpp_reverse,7.158534967,44831.84830000004,574.8307700532608
3OAR121,7.154324253,49743.127799999944,517.7713676219619
MI2DH_num2,7.15181708,35211.25800000003,731.2019777310989
CYANSTpp_num5,7.15181708,20770.487399999998,1239.5732941731546
CYTBD2pp,7.15181708,142719.9730000003,180.39900755866836
FHL,7.15181708,97859.95690000005,263.0957779218068
ALCD2x_num1,7.15181708,36811.41970000001,699.4172378524154
ACKr,7.15181708,86182.93740000002,298.74290973052854
ASPCT,7.145941848,406723.1544000005,63.250371596744195
DHORD5,7.145941848,39560.88880000002,650.2733238086396
CTPS2,7.145941848,242292.2772000004,106.17503351774167
UAMAGS,7.06763135,16415.40139999999,1549.9756746734206
CHTBSptspp,7.061980439,59665.890700000244,426.0915119532423
ILETA,7.050350026,41690.674299999984,608.7994622240977
ORPT,7.048628768,38889.66019999997,652.4886932491125
AMPTASECG_num2,7.010475053,52787.107000000135,478.1036814690363
AGPAT180,7.010475053,27142.98989999999,929.8058277212862
MCPST_num2,7.010475053,30498.728500000005,827.500405166071
MCPST_num3,7.010475053,26224.522700000005,962.3706207930334
G3PAT180_num1,7.010475053,51947.94010000007,485.82696719479674
ACPPAT161,7.010475053,10366.238399999984,2434.606384394945
GP4GH,6.982695162,55764.914199999985,450.77990244984557
ARGTRS_num1,6.918899998,59722.312500000124,417.06422524747256
PA140abcpp_num2,6.918899998,124789.74090000006,199.60006177719362
NO3R2bpp,6.867701767,255135.9711000004,96.90411843773119
UPPDC1,6.816981509,76825.3090000001,319.44073836917426
UAGCVT_num2,6.816981509,44196.98910000009,555.2670879202481
3OAR141,6.757524285,49743.127799999944,489.0542372769737
DMPPS,6.749474218,35602.006000000045,682.492643386442
METSOXR1_num1,6.694654338,13637.688199999988,1767.21708718931
PPGPPDP,6.694654338,84446.2371000004,285.39762628215306
FMNAT,6.694654338,37168.530700000054,648.4183034117076
AMPMS2,6.694098676,64819.46120000029,371.7827144419382
AMPTASECG_num1,6.673011932,96093.53880000084,249.99436231814357
3OAR160_reverse,6.673011932,49743.127799999944,482.93792565251647
PGP141abcpp_num1,6.641564318,87329.29130000003,273.7870786408179
MPTG2_num4,6.641564318,23104.664300000022,1034.8400320536134
HXPRT_num2,6.641564318,17774.197499999995,1345.1876825831382
GSNHYDRO_num2,6.641564318,28756.028800000015,831.4650020381114
PGP140abcpp_num1,6.641564318,87329.29130000003,273.7870786408179
MTHFC_reverse,6.639214732,60298.613000000005,396.3801461768283
PGL,6.639214732,24478.009899999997,976.4344868248461
LEUTAi,6.639183227,41690.674299999984,573.295107803042
ALATA_L_reverse,6.639183227,46748.85590000004,511.26512418456815
ALDD2x,6.57888453,51083.937600000136,463.6287925463274
ACOAD4f_reverse,6.57888453,43527.88540000008,544.110610712092
OCTNLL,6.569008086,29351.711000000025,805.6916719301297
EAR100x,6.552305959,27866.9134,846.4626531763649
EAR100y,6.552305959,27866.9134,846.4626531763649
G3PAT141_num5,6.532364071,32647.446300000014,720.3170024235552
VALTA,6.532364071,41690.674299999984,564.0712473580694
MI2DH_num1,6.532364071,145723.70760000023,161.37738356308444
G3PAT141_num4,6.532364071,39787.823900000025,591.0479224675563
G3PAT141_num2,6.532364071,36468.071600000025,644.8520479377358
U23GAAT_num1,6.532364071,51947.94010000007,452.69380480401315
G3PAT160_num2,6.532364071,36468.071600000025,644.8520479377358
G3PD2_reverse,6.515943384,34682.05930000003,676.3553449780296
ALCD19_reverse_num1,6.515943384,37284.043600000055,629.1537590198495
3OAR100,6.476313453,49743.127799999944,468.70250146996244
MALS,6.468117443,13854.526899999975,1680.694184858816
HMBS,6.428761406,32008.99880000002,723.0323324452118
ACOATA_num4,6.392743772,39787.823900000025,578.4150859077263
APH140,6.392743772,10662.863699999996,2158.3205250199353
PGP180abcpp_num1,6.384346947,87329.29130000003,263.1837344270306
DAPDC_num2,6.384346947,47030.927100000015,488.692237776448
NADPHQR4_num4,6.384346947,33175.92590000003,692.7809363475815
NADPHQR4_num3,6.384346947,36234.82500000005,634.2972267480241
ALCD2x_num2,6.384346947,35528.24010000003,646.9121167980392
DPCOAK,6.321836411,21662.302800000016,1050.6090368010175
ACOTA,6.321162244,82411.52100000004,276.1286747565306
GLUNATF,6.321162244,79427.97160000014,286.5008840084739
ACODA,6.321162244,47771.77660000007,476.35205759544573
3OAR161,6.310317889,49743.127799999944,456.68910269852444
3OAR60,6.301542958,49743.127799999944,456.05404509364257
SFRD,6.242859262,62992.50870000005,356.7772391830456
G3PAT140_num5,6.242859262,32647.446300000014,688.3936077781369
ASNN,6.241720431,33298.22399999999,674.8165773525942
BETALDHx,6.236296388,52322.491300000125,429.08253103001516
BETALDHy,6.236296388,52322.491300000125,429.08253103001516
3OAR140,6.219882311,49743.127799999944,450.1441165828745
NAMNPP_reverse,6.136826708,48023.52040000004,460.03658134150413
PROTRS_num1,6.136826708,128661.62360000041,171.71068987504935
ACt2rpp_reverse,6.12486614,57267.730100000095,385.0251802454444
MSDH_num1,6.12486614,53643.12570000007,411.04088951326656
KARA1,6.123089166,36158.381400000006,609.6268733312271
MPTG2_num3,6.100909884,38570.10639999998,569.4377753233268
MPTG2_num2,6.100909884,28152.784200000016,780.1457726657098
EAR120x,6.081186311,27866.9134,785.6008451800765
EAR120y,6.081186311,27866.9134,785.6008451800765
MPTS,6.068555777,16096.001299999978,1357.2812520336981
WCOS_num2,6.066441308,44180.44000000003,494.3180445645173
ACPPAT160,6.066441308,10366.238399999984,2106.7611862756344
AGPAT161,6.066441308,27142.98989999999,804.5977539416175
G3PAT161_num1,6.066441308,51947.94010000007,420.40528780851446
WCOS_num3,6.066441308,42035.61430000005,519.5401345377738
UPP3MT_num2,6.066441308,26227.7399,832.6752054148592
KAS15_num3,6.055162162,65266.35630000022,333.9941896403971
PA161abcpp_num1,6.055162162,87329.29130000003,249.61365721285767
PA160abcpp_num1,6.055162162,87329.29130000003,249.61365721285767
MCOATA_num2,6.055162162,36468.071600000025,597.7443507925981
DASYN141,6.055162162,30733.134600000016,709.2860545113413
RBFK_reverse,6.054549826,37168.530700000054,586.4202582966232
GF6PTA,6.054549826,134428.89140000028,162.14058709108681
MTHFD_reverse,6.054549826,60298.613000000005,361.473975754633
M1PD,6.054549826,55368.50720000014,393.66023170658906
FA140ACPHi_num2,6.054294941,36257.034700000055,601.1374611283356
FA100ACPHi_num2,6.054294941,36257.034700000055,601.1374611283356
MECDPDH2,6.054294941,40067.74610000004,543.965256573291
3OAR160,6.027749713,49743.127799999944,436.2391334547327
PGP161abcpp_num1,5.999649427,87329.29130000003,247.32524008470904
NADPHQR3_num4,5.999649427,33175.92590000003,651.0364775440971
NADPHQR3_num3,5.999649427,36234.82500000005,596.0767835142013
NADPHQR3_num2,5.999649427,35840.132800000036,602.6411246221716
NADPHQR4_num2,5.999649427,35840.132800000036,602.6411246221716
GLCATr_reverse,5.974263364,24125.874399999993,891.4639840121196
HCO3E_reverse,5.974263364,22228.03730000002,967.5774707468202
KAS14_num3,5.895222752,65266.35630000022,325.17215775993805
KAS15_num2,5.895222752,72794.94800000028,291.542235969451
DASYN140,5.895222752,30733.134600000016,690.5511651649092
GAPD_reverse_num1,5.878370023,39232.88790000006,539.3977658932411
PGSA181,5.878370023,45010.50839999997,470.1598101211408
MI2DHT_reverse,5.878370023,35528.63720000004,595.635908117522
UAGAAT_reverse_num1,5.878370023,51947.94010000007,407.37191969619545
GLYCDx,5.859010322,27063.406599999995,779.3711069322663
MDDCP3pp,5.81330335,82828.45540000008,252.66548746965984
G3PAT161_num4,5.804048193,39787.823900000025,525.1499440460725
PGP140abcpp_num2,5.804048193,124789.74090000006,167.43823125287045
PSERT,5.794984649,40045.63320000005,520.9542981180773
POX,5.788243026,61949.663500000126,336.3646179224195
NADPHQR4_num1,5.788243026,34660.560100000046,601.1926764449479
3OAR80,5.776877405,49743.127799999944,418.0830514240406
GLUPRT,5.732941755,52875.34770000009,390.32538254117173
HSTPT_num1,5.732941755,36449.61920000005,566.222385061295
ASNS1,5.732941755,72387.69100000027,285.1118751391024
GLUSy,5.732941755,219039.4420000002,94.22316880263044
GLNS_num1,5.732941755,53299.847800000054,387.2166839095548
ASPTRS,5.732941755,134018.70080000072,153.99783906873904
ADCS,5.732941755,67262.27480000028,306.8375308353371
DHFS,5.637901033,49199.102400000105,412.5368701604596
G3PAT181_num4,5.63123667,39787.823900000025,509.5139674627942
SDPTA_reverse,5.624729766,44323.21970000006,456.8491931464982
FFSD_num1,5.624729766,47782.839400000055,423.77195268977624
ILETRS_num1,5.574568157,117402.43270000065,170.9372191331082
PRAGSr,5.545329719,43544.64990000001,458.45326657224985
ASP1DC,5.513106996,56587.88479999993,350.7320560884443
AACPS6_num3,5.513106996,65266.35630000022,304.09519254256173
AACPS6_num2,5.513106996,72794.94800000028,272.64509050270806
3OAR120,5.493273495,49743.127799999944,397.5581242400287
AGDC,5.461993035,40505.19610000008,485.4482095940269
TRE6PS,5.445953514,53397.9074000001,367.1573214196773
3OAR40,5.384152255,49743.127799999944,389.66082301724543
ACHACB,5.323096838,280510.9770000002,68.31514695697625
3OAS80_num2,5.318051598,72794.94800000028,262.9988244898524
FACOAL100t2pp_num1,5.318051598,129746.41610000035,147.55695246367543
3OAS80_num3,5.318051598,65266.35630000022,293.3362123786883
AACPS8_num1,5.318051598,14750.437999999996,1297.9265939628374
MDDCP4pp,5.310910321,82828.45540000008,230.82981643528248
GTPDPDP_num1,5.271519268,34762.86860000004,545.9120644836536
PGK_reverse,5.265054161,42696.706500000066,443.9263946412347
KARA2,5.263262165,36158.381400000006,524.0207957428094
UDPGPpp_num2,5.245528307,59543.22070000021,317.1461281939009
PGLYCP_num2,5.245528307,25017.146199999992,754.838371820364
NAMNPP,5.2196584,48023.52040000004,391.2826482416726
3OAR180,5.21632755,49743.127799999944,377.51504600802406
TALA_reverse,5.198828362,38328.480000000054,488.2996169741136
ARBTptspp,5.198828362,42352.59060000009,441.90406863092716
FA160ACPHi_num2,5.197156825,36257.034700000055,516.0312950247961
GALUi_reverse_num1,5.116358701,32988.40869999999,558.3443412231038
PA181abcpp_num2,5.116358701,124789.74090000006,147.59940353077528
UGMDDS,5.039434611,53265.3453000002,340.5960197464435
MALTATr_reverse,5.039434611,24125.874399999993,751.9712777581236
G3PAT161_num2,5.036041555,36468.071600000025,497.1403422932839
3OAS180_num2,5.036041555,72794.94800000028,249.052305085786
3OAS60_num3,5.036041555,65266.35630000022,277.78093685306493
PGP120abcpp_num2,5.036041555,124789.74090000006,145.28237231078336
TRATF_num2,5.036041555,42060.62300000007,431.0385416307306
3OAS161_num3,5.036041555,65266.35630000022,277.78093685306493
G3PAT181_num2,5.036041555,36468.071600000025,497.1403422932839
3OAS181_num2,5.036041555,72794.94800000028,249.052305085786
TMPPP_num2,5.036041555,23130.145299999982,783.8147734419987
3OAS181_num3,5.036041555,65266.35630000022,277.78093685306493
G3PAT180_num5,5.036041555,32647.446300000014,555.3190724752027
TMPPP_num3,5.036041555,19859.433499999992,912.9036635410574
AACPS3_num2,5.036041555,72794.94800000028,249.052305085786
3OAS180_num3,5.036041555,65266.35630000022,277.78093685306493
3OAS60_num2,5.036041555,72794.94800000028,249.052305085786
AACPS6_num1,5.036041555,14750.437999999996,1229.0990679734393
AACPS9_num1,5.036041555,14750.437999999996,1229.0990679734393
AACPS2_num1,5.036041555,14750.437999999996,1229.0990679734393
ACONTa_reverse,5.036041555,101724.64050000074,178.223776549005
G3PAT160_num1,5.036041555,51947.94010000007,348.99843118129667
SSALy_num3,5.036041555,55879.63930000006,324.4428529802621
AGPAT160,5.036041555,27142.98989999999,667.9348761795768
ACPPAT141,5.036041555,10366.238399999984,1748.9226948513963
ACOAD7f,5.036041555,43527.88540000008,416.5088524608173
AACPS1_num1,5.036041555,14750.437999999996,1229.0990679734393
FA161ACPHi_num1,5.036041555,36468.071600000025,497.1403422932839
KAS15_num1,5.036041555,14750.437999999996,1229.0990679734393
